Series_Name,Series_Code,Country_Name,Country_Code,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
GDP per capita (current US$),NY.GDP.PCAP.CD,"Egypt, Arab Rep.",EGY,2644.817039,2791.954962,3232.648892,3264.378787,3378.831358,3598.970948,3525.020165,2440.510173
GDP per capita (current US$),NY.GDP.PCAP.CD,El Salvador,SLV,2983.242708,3266.045875,3428.384736,3509.531493,3589.042193,3705.577946,3805.993666,3910.257193
GDP per capita (current US$),NY.GDP.PCAP.CD,Equatorial Guinea,GNQ,17288.8596,21641.87052,21711.15323,20390.71932,19394.02999,11283.46561,9250.331953,9667.912252
GDP per capita (current US$),NY.GDP.PCAP.CD,Eritrea,ERI,501.3556333,642.5076591,,,,,,
GDP per capita (current US$),NY.GDP.PCAP.CD,Estonia,EST,14790.82122,17621.54744,17534.42154,19174.10073,20367.10266,17522.23019,18237.29584,20388.20955
GDP per capita (current US$),NY.GDP.PCAP.CD,Eswatini,SWZ,4168.505177,4496.600379,4527.668988,4230.344056,4038.557228,3689.518706,3447.695699,3953.088968
GDP per capita (current US$),NY.GDP.PCAP.CD,Ethiopia,ETH,341.5541149,354.4795758,467.0779272,499.5315721,566.9264665,640.5418913,717.1245929,768.5223076
GDP per capita (current US$),NY.GDP.PCAP.CD,Faroe Islands,FRO,48530.23385,52083.88914,49459.71723,54853.6256,59440.03076,52404.65933,55822.91472,58622.84082
GDP per capita (current US$),NY.GDP.PCAP.CD,Fiji,FJI,3652.527437,4371.45751,4591.555784,4840.693716,5605.570331,5390.745237,5651.318066,6101.030843
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,46459.97325,51081.99767,47710.79022,49878.04324,50260.29986,42784.69836,43784.28396,46316.74546
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,40638.334,43790.73205,40874.70351,42592.93409,43011.2631,36638.18493,37037.37419,38812.16103
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,8849.3553,10809.64645,9813.477703,9683.57629,9663.42924,7384.71587,6984.451019,7230.396393
GDP per capita (current US$),NY.GDP.PCAP.CD,"Gambia, The",GMB,860.6378737,762.7610541,742.7811378,700.514972,607.4284041,649.5108294,683.9976539,676.6559246
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,3233.295943,4021.743306,4421.818242,4623.745725,4739.188338,4014.185944,4062.169888,4357.000936
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,41531.9342,46644.77603,43858.36306,46285.76407,47959.99327,41139.54457,42098.92045,44349.58966
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,1299.344949,1549.462902,1587.561237,2345.392906,1971.033347,1743.850996,1931.38947,2025.932424
GDP per capita (current US$),NY.GDP.PCAP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,26917.75898,25916.29353,22242.68193,21874.8195,21760.9798,18167.77372,18116.45962,18930.21859
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,43988.33249,47186.98147,45936.76595,47535.58995,50484.92757,44536.40131,48181.87419,50321.36875
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,7257.756622,7291.058897,7444.504768,7789.776381,8369.886755,9096.870646,9628.347487,10152.83281
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM,30700.43401,30859.40435,32494.56236,33265.38119,34394.09748,35278.92594,35562.83791,35615.80463
GDP per capita (current US$),NY.GDP.PCAP.CD,Guatemala,GTM,2898.942215,3281.667502,3408.784916,3522.773698,3779.642328,3994.636913,4173.301666,4451.45099
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea,GIN,672.4244026,651.1353635,717.0507379,769.0039433,787.2380702,769.2560137,732.9665707,856.5652698
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea-Bissau,GNB,557.6321326,702.7428804,616.4116862,634.482446,622.4817167,603.1585129,661.0076549,736.7255662
GDP per capita (current US$),NY.GDP.PCAP.CD,Guyana,GUY,3033.247725,3425.436441,3788.146749,3934.865262,4031.600662,4166.128516,4542.622067,4586.054572
GDP per capita (current US$),NY.GDP.PCAP.CD,Haiti,HTI,665.6274195,744.2174268,769.749381,815.8200152,831.8739489,815.7282844,735.3017703,765.7272943
GDP per capita (current US$),NY.GDP.PCAP.CD,Honduras,HND,1904.346465,2088.3153,2144.342611,2102.593166,2206.051934,2302.201379,2342.584651,2453.727896
GDP per capita (current US$),NY.GDP.PCAP.CD,"Hong Kong SAR, China",HKG,32549.99823,35142.48793,36730.8767,38403.77771,40315.28556,42431.88828,43731.10682,46165.85651
GDP per capita (current US$),NY.GDP.PCAP.CD,Hungary,HUN,13113.52596,14150.96673,12918.24752,13687.2461,14246.1098,12651.56834,12992.37567,14457.60876
GDP per capita (current US$),NY.GDP.PCAP.CD,Iceland,ISL,43024.92349,47516.87469,45910.02055,49522.23659,54241.93466,52564.42919,61466.80397,71310.93925
GDP per capita (current US$),NY.GDP.PCAP.CD,India,IND,1357.563719,1458.103527,1443.879529,1449.605912,1573.881492,1605.605434,1732.564262,1981.65105
GDP per capita (current US$),NY.GDP.PCAP.CD,Indonesia,IDN,3122.362815,3643.043936,3694.348946,3623.911582,3491.624791,3331.695128,3562.845756,3837.651731
GDP per capita (current US$),NY.GDP.PCAP.CD,"Iran, Islamic Rep.",IRN,6599.660938,7781.406114,7927.846902,6018.324473,5585.526758,4904.326877,5253.424843,5520.310789
