Series_Name,Series_Code,Country_Name,Country_Code,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,East Asia & Pacific (excluding high income),EAP,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,East Asia & Pacific (IDA & IBRD countries),TEA,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Euro area,EMU,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Europe & Central Asia,ECS,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Europe & Central Asia (excluding high income),ECA,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,European Union,EUU,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Fragile and conflict affected situations,FCS,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Heavily indebted poor countries (HIPC),HPC,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,High income,HIC,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,IBRD only,IBD,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,IDA & IBRD total,IBT,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,IDA blend,IDB,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,IDA only,IDX,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,IDA total,IDA,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Late-demographic dividend,LTE,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Latin America & Caribbean,LCN,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Latin America & Caribbean (excluding high income),LAC,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Latin America & the Caribbean (IDA & IBRD countries),TLA,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Least developed countries: UN classification,LDC,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Low & middle income,LMY,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Low income,LIC,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Lower middle income,LMC,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Middle East & North Africa,MEA,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Middle East & North Africa (excluding high income),MNA,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Middle income,MIC,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,North America,NAC,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Not classified,INX,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,OECD members,OED,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Other small states,OSS,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Pacific island small states,PSS,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Post-demographic dividend,PST,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Pre-demographic dividend,PRE,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Small states,SST,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,South Asia,SAS,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,South Asia (IDA & IBRD),TSA,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Sub-Saharan Africa,SSF,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Sub-Saharan Africa (excluding high income),SSA,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Sub-Saharan Africa (IDA & IBRD countries),TSS,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,Upper middle income,UMC,,,,,,,,
PM2.5 air pollution mean annual exposure (micrograms per cubic meter),EN.ATM.PM25.MC.M3,World,WLD,,,,,,,,
