aircraft,airline,speed,speed_category
Airplane,"BUSINESS EXPRESS",0,"LOW SPEED"
Airplane,BUSINESS,15,"LOW SPEED"
Airplane,"AIR CANADA",NULL,"LOW SPEED"
Airplane,MILITARY,0,"LOW SPEED"
Airplane,MILITARY,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,UNKNOWN,0,"LOW SPEED"
Airplane,UNKNOWN,0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,MILITARY,0,"LOW SPEED"
Airplane,"SINGAPORE AIRLINES",NULL,"LOW SPEED"
Airplane,"AIR JAMAICA",0,"LOW SPEED"
Airplane,"PRIVATELY OWNED",75,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,MILITARY,0,"LOW SPEED"
Airplane,BUSINESS,30,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"AMERICA WEST AIRLINES",0,"LOW SPEED"
Airplane,"HAWAIIAN AIR",10,"LOW SPEED"
Airplane,"ABX AIR",30,"LOW SPEED"
Airplane,"AMERICA WEST AIRLINES",10,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,MILITARY,50,"LOW SPEED"
Airplane,"AIRTRAN AIRWAYS",5,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",5,"LOW SPEED"
Airplane,"US AIRWAYS*",0,"LOW SPEED"
Airplane,"CONTINENTAL AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"EXECUTIVE JET AVIATION",20,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,BUSINESS,NULL,"LOW SPEED"
Airplane,UNKNOWN,0,"LOW SPEED"
Airplane,"DELTA AIR LINES",NULL,"LOW SPEED"
Airplane,MILITARY,50,"LOW SPEED"
Airplane,"AMERICAN EAGLE AIRLINES",50,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"FEDEX EXPRESS",NULL,"LOW SPEED"
Airplane,"AIR CANADA",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"ALOHA AIRLINES",0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",75,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,MILITARY,50,"LOW SPEED"
Airplane,MILITARY,NULL,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",50,"LOW SPEED"
Airplane,"SKYWEST AIRLINES",0,"LOW SPEED"
,UNKNOWN,50,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"GREAT LAKES AIRLINES",0,"LOW SPEED"
Airplane,"CONTINENTAL AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",70,"LOW SPEED"
Airplane,MILITARY,0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,MILITARY,50,"LOW SPEED"
Airplane,"US AIRWAYS*",0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"FEDEX EXPRESS",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,BUSINESS,NULL,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",10,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"AMERICA WEST AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"US AIRWAYS*",50,"LOW SPEED"
Airplane,"SPIRIT AIRLINES",0,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",NULL,"LOW SPEED"
Airplane,BUSINESS,5,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",50,"LOW SPEED"
Airplane,BUSINESS,10,"LOW SPEED"
Airplane,"MESABA AIRLINES",NULL,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",0,"LOW SPEED"
Airplane,"ALASKA AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,MILITARY,0,"LOW SPEED"
Airplane,"CHAUTAUQUA AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"US AIRWAYS*",0,"LOW SPEED"
Airplane,"SOUTHWEST AIRLINES",0,"LOW SPEED"
Airplane,"CHAUTAUQUA AIRLINES",0,"LOW SPEED"
Airplane,"DELTA AIR LINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,BUSINESS,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"ATLANTIC SOUTHEAST",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"SOUTHWEST AIRLINES",10,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",NULL,"LOW SPEED"
Airplane,BUSINESS,NULL,"LOW SPEED"
Airplane,"CONTINENTAL AIRLINES",10,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"US AIRWAYS*",NULL,"LOW SPEED"
Airplane,"CONTINENTAL AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,BUSINESS,20,"LOW SPEED"
Airplane,"SOUTHWEST AIRLINES",NULL,"LOW SPEED"
Airplane,"HORIZON AIR",NULL,"LOW SPEED"
Airplane,"COMAIR AIRLINES",9,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,COMMUTAIR,0,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",0,"LOW SPEED"
Airplane,"AIR WISCONSIN AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"ABX AIR",NULL,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,0,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,"MIDWAY AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,UNKNOWN,20,"LOW SPEED"
Airplane,"EXECUTIVE JET AVIATION",50,"LOW SPEED"
Airplane,"HAWAIIAN AIR",0,"LOW SPEED"
Airplane,"PRO AIR",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"PRIVATELY OWNED",15,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,MILITARY,50,"LOW SPEED"
Airplane,"MESABA AIRLINES",0,"LOW SPEED"
Airplane,"ABX AIR",NULL,"LOW SPEED"
Airplane,"DELTA AIR LINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"AMERICAN EAGLE AIRLINES",0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"AMERICAN EAGLE AIRLINES",0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"TRANS WORLD AIRLINES",0,"LOW SPEED"
Airplane,"ALASKA AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"CONTINENTAL AIRLINES",0,"LOW SPEED"
Airplane,"DELTA AIR LINES",0,"LOW SPEED"
Airplane,"DELTA AIR LINES",0,"LOW SPEED"
Airplane,"PRIVATELY OWNED",50,"LOW SPEED"
Airplane,"DELTA AIR LINES",NULL,"LOW SPEED"
Airplane,"AIR TRANSPORT INTL",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,MILITARY,NULL,"LOW SPEED"
Airplane,MILITARY,50,"LOW SPEED"
Airplane,"DELTA AIR LINES",NULL,"LOW SPEED"
Airplane,"SOUTHWEST AIRLINES",NULL,"LOW SPEED"
Airplane,"DELTA AIR LINES",0,"LOW SPEED"
Airplane,"AMERICA WEST AIRLINES",50,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,"US AIRWAYS*",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,BUSINESS,5,"LOW SPEED"
Airplane,"PRIVATELY OWNED",0,"LOW SPEED"
Airplane,"US AIRWAYS*",0,"LOW SPEED"
Airplane,"AMERICAN EAGLE AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"SOUTHWEST AIRLINES",0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"FEDEX EXPRESS",NULL,"LOW SPEED"
Airplane,"UPS AIRLINES",20,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"ABX AIR",NULL,"LOW SPEED"
Airplane,"DELTA AIR LINES",0,"LOW SPEED"
Airplane,"AMERICA WEST AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"PRIVATELY OWNED",NULL,"LOW SPEED"
Airplane,"SKYWEST AIRLINES",0,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",0,"LOW SPEED"
Airplane,MILITARY,0,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"DELTA AIR LINES",NULL,"LOW SPEED"
Airplane,"POLAR AIR CARGO",NULL,"LOW SPEED"
Airplane,"AMERICA WEST AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"MESABA AIRLINES",5,"LOW SPEED"
Airplane,"AIRTRAN AIRWAYS",10,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,"ATLANTIC COAST AIRLINES",0,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"EMPIRE AIRLINES",10,"LOW SPEED"
Airplane,"ABX AIR",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",NULL,"LOW SPEED"
Airplane,"HORIZON AIR",0,"LOW SPEED"
Airplane,"US AIRWAYS*",40,"LOW SPEED"
Airplane,"AIR TRANSPORT INTL",50,"LOW SPEED"
Airplane,"PRIVATELY OWNED",0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",10,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",NULL,"LOW SPEED"
Airplane,"ATLANTIC COAST AIRLINES",0,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"US AIRWAYS*",5,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",0,"LOW SPEED"
Airplane,"DELTA AIR LINES",NULL,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
,MILITARY,NULL,"LOW SPEED"
Airplane,"UNION FLIGHTS",NULL,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",0,"LOW SPEED"
Airplane,"US AIRWAYS*",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,BANKAIR,50,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,"US AIRWAYS*",NULL,"LOW SPEED"
Airplane,"AMERICAN EAGLE AIRLINES",10,"LOW SPEED"
Airplane,"FEDEX EXPRESS",NULL,"LOW SPEED"
Airplane,"FEDEX EXPRESS",50,"LOW SPEED"
Airplane,"CONTINENTAL AIRLINES",NULL,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,MILITARY,20,"LOW SPEED"
Airplane,MILITARY,NULL,"LOW SPEED"
Airplane,BUSINESS,3,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",50,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,UNKNOWN,0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",0,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",12,"LOW SPEED"
Airplane,"ABX AIR",NULL,"LOW SPEED"
Airplane,MILITARY,40,"LOW SPEED"
Airplane,"FEDEX EXPRESS",NULL,"LOW SPEED"
Airplane,"AMERICAN EAGLE AIRLINES",5,"LOW SPEED"
Airplane,BUSINESS,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"DELTA AIR LINES",NULL,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",NULL,"LOW SPEED"
Airplane,"HAWAIIAN AIR",0,"LOW SPEED"
Airplane,"PRIVATELY OWNED",30,"LOW SPEED"
Airplane,"US AIRWAYS*",0,"LOW SPEED"
Airplane,"FEDEX EXPRESS",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,GOVERNMENT,2,"LOW SPEED"
Airplane,"DELTA AIR LINES",0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
,MILITARY,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"ABX AIR",NULL,"LOW SPEED"
Airplane,"ABX AIR",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"PRIVATELY OWNED",50,"LOW SPEED"
Airplane,"SCANDANAVIAN AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,BUSINESS,30,"LOW SPEED"
Airplane,"TRANS WORLD AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"ATLANTIC SOUTHEAST",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,"AMERICAN EAGLE AIRLINES",0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",0,"LOW SPEED"
Airplane,BUSINESS,10,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"COMAIR AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"AMERICA WEST AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,BUSINESS,5,"LOW SPEED"
Airplane,BUSINESS,NULL,"LOW SPEED"
Airplane,"ROYAL JORDANIAN",NULL,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",0,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"AIRTRAN AIRWAYS",50,"LOW SPEED"
Airplane,"MESABA AIRLINES",50,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,"PSA AIRLINES",0,"LOW SPEED"
Airplane,"PRIVATELY OWNED",0,"LOW SPEED"
Airplane,"HORIZON AIR",0,"LOW SPEED"
Airplane,"SPIRIT AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"DELTA AIR LINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"EXECUTIVE JET AVIATION",0,"LOW SPEED"
Airplane,"COMAIR AIRLINES",0,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",0,"LOW SPEED"
Airplane,"DELTA AIR LINES",0,"LOW SPEED"
Airplane,"US AIRWAYS*",5,"LOW SPEED"
Airplane,"ABX AIR",NULL,"LOW SPEED"
Airplane,"ABX AIR",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,ALLEGHENYAIRLINES,5,"LOW SPEED"
Airplane,BUSINESS,50,"LOW SPEED"
Airplane,"SUPERIOR AVIATION",50,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,"ABX AIR",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"SOUTHWEST AIRLINES",0,"LOW SPEED"
Airplane,"DELTA AIR LINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"ABX AIR",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",0,"LOW SPEED"
Airplane,"DELTA AIR LINES",NULL,"LOW SPEED"
Airplane,"PRIVATELY OWNED",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"ALASKA AIRLINES",10,"LOW SPEED"
Airplane,BUSINESS,15,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"AMERICA WEST AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"US AIRWAYS*",0,"LOW SPEED"
Airplane,"US AIRWAYS*",0,"LOW SPEED"
Airplane,"ATLANTIC COAST AIRLINES",NULL,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",50,"LOW SPEED"
Airplane,"ATA AIRLINES",NULL,"LOW SPEED"
Airplane,UNKNOWN,0,"LOW SPEED"
Airplane,"DELTA AIR LINES",0,"LOW SPEED"
Airplane,"AIRTRAN AIRWAYS",75,"LOW SPEED"
Airplane,"TRANS WORLD AIRLINES",0,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,"ALASKA AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",0,"LOW SPEED"
Airplane,"EXPRESSJET (CONTINENTAL EXPRS)",20,"LOW SPEED"
Airplane,"DELTA AIR LINES",30,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"AIR CANADA",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"ALASKA AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"NORTHWEST AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,BUSINESS,0,"LOW SPEED"
Airplane,"AMERICA WEST AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"AIR MIDWEST",0,"LOW SPEED"
Airplane,"DELTA AIR LINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"US AIRWAYS*",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,MILITARY,NULL,"LOW SPEED"
Airplane,"AIRTOURS INTL",0,"LOW SPEED"
Airplane,"ABX AIR",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",0,"LOW SPEED"
Airplane,"AMERICA WEST AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,BUSINESS,5,"LOW SPEED"
Airplane,"AMERICAN AIRLINES",0,"LOW SPEED"
Airplane,UNKNOWN,0,"LOW SPEED"
Airplane,"AIRTRAN AIRWAYS",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",50,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,BUSINESS,10,"LOW SPEED"
Airplane,BUSINESS,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"SOUTHWEST AIRLINES",0,"LOW SPEED"
Airplane,"HAWAIIAN AIR",NULL,"LOW SPEED"
Airplane,"PIEDMONT AIRLINES",0,"LOW SPEED"
Helicopter,"PRIVATELY OWNED",9,"LOW SPEED"
Airplane,"EL AL",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,BUSINESS,85,"LOW SPEED"
Airplane,"EXPRESSJET (CONTINENTAL EXPRS)",0,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"US AIRWAYS*",NULL,"LOW SPEED"
,UNKNOWN,NULL,"LOW SPEED"
Airplane,"COMAIR AIRLINES",0,"LOW SPEED"
Airplane,"DELTA AIR LINES",0,"LOW SPEED"
Airplane,MILITARY,50,"LOW SPEED"
Airplane,"CONTINENTAL AIRLINES",0,"LOW SPEED"
Airplane,"ABX AIR",NULL,"LOW SPEED"
Airplane,"MESA AIRLINES",0,"LOW SPEED"
Airplane,"UNITED AIRLINES",NULL,"LOW SPEED"
